title,description
Rabada: a mean machine with a heart,"As an explosive fast bowler with power and skill, who can crash past defences or knock down batsmen with brutal lifters, the South African has walked the talk."
Suseenthiran on what attracted him to make ‘Champion’,What spending a day on the sets of the upcoming sports-drama Champion tells us about North Madras’ deep connect with football
Chris Silverwood appointed England head coach,"The former England fast bowler, who played six Tests and seven one-day internationals, replaces Australian Trevor Bayliss"
Uber driver beats up software engineer over payment row,Case filed against the driver who is on the run; victim was to take taxi to airport
A series of sensory experiences,"Theatremaker Sujay Saple and sound artist Mitsuaki Matsumoto’s collaboration is all about seamlessly merging sonic and corporeal elements, says Vikram Phukan"
"In Kashmir, opening a Pandora’s Box",The protests triggered by Imran Khan’s UN speech show that the current quietude is deceptive
Crowds throng Keeladi ahead of the site’s closure,Overcrowding is hampering documentation: officials
‘Career counselling can help poor performers’,"Students need to be shown that just because they scored 40%, their life is not over: IC3 founder"
In the name of God,"At least 1,472 people were charged under the blasphemy law in Pakistan since 1987."
India slams Pakistan for ‘weaponising’ women’s rights issues at UNGA,"Without naming Pakistan, Ms. Tripathi said that the country covets the territory of others and camouflages its “vile intentions with fake concerns”."
A Tuesday for giving,"‘It was the right idea at the right time: the very beginning of so-called ‘hashtag movements’, which are now ubiquitous ... word spread at a very grassroots level’"
"Bigg Boss Tamil 3 update, Day 103: Kavin says he is proud of Losliya Mariyanesan - Times of India","Bigg Boss Tamil 3 update, Day 103: Kavin says he is proud of Losliya Mariyanesan Times of India Bigg Boss Tamil 3: Losliya Mariyanesan and Kavin reunite as former contestants re enter the BB house PINKVILLA Bigg Boss Tamil 3: Mugen Rao is the winner by a mile…"
Tiger Global-backed UrbanClap to enter Australia - Economic Times,"Price points in Australia are 4-5 times of India, said co-founder Abhiraj Bhal, making it a very lucrative country to do business in while keeping technology costs under control."
'Saturn beats Jupiter after the discovery of 20 new moons' - Times of India,"'Saturn beats Jupiter after the discovery of 20 new moons' Times of India As twenty new moons discovered orbiting Saturn, hundreds more are waiting to be found Firstpost Name 20 new moons orbiting Saturn contest FOX 2 St. Louis Astronomers Discover Twenty New…"
New compound can inhibit malaria parasite growth: Study - ETHealthworld.com,"The study, published in the journal Science, noted that the compound called TCMDC-135051 developed by the multinational pharmaceutical company GlaxoSmithKline can eliminate the mosquito-borne parasite in all the stages of its life-cycle."
"India Women vs South Africa Women, 1st ODI LIVE: Kapp brings up fifty, Yadav removes Sekhukhune - Sportstar","India Women vs South Africa Women, 1st ODI LIVE: Kapp brings up fifty, Yadav removes Sekhukhune Sportstar IND W vs SA W | Smriti Mandhana to miss ODI series due to injury SportsCafe India vs South Africa, Live Cricket Score, 1st Women's ODI at Vadodara: India…"
For a just world,The book provides a realistic picture of the road map that international law must adopt to form robust institutions to tackle crimes of aggression.
New Act UAPA: Absolute power to state,The UAPA Amendment Act widens the power of the state by enabling it to designate individuals as “terrorists” without following any new procedure and by providing the accused no effective means of redress.
Bigg Boss 13 launch live updates,"The 13th season of Bigg Boss opens its door to the all-new celebrity contestants. Bollywood superstar, Salman Khan returns to host the season for the 10th time. This season has a line-up of celebrities with different personalities and the contestants will def…"
Top MFs risk regulator wrath on Essel pact,Top MFs risk regulator wrath on Essel pactShares of Zee Entertainment Enterprises Ltd. have steadied since hitting a 5-yr low Monday.
Going short is a sureshot way to lose money now: Sabharwal,Hero MotoCorp has a decently good return potential and investors should look at that.
‘Need to promote research in ocular oncology’,Prof. N. Rajan memorial oration d
Marvel cancels plans for live-action ‘Ghost Rider’ series,The live-action superhero drama was set to pick up the story of Robbie Reyes in an informal spin-off from Marvel’s ‘Agents of S.H.I.E.L.D’
Mandira Bedi is growing stronger,"Box office results notwithstanding, Mandira Bedi, 47, has made her presence felt in her recent films. Making a smooth transition between different platforms, Mandira was recently seen in “Smoke”, a cr"
Seniors come together to have a ball at the ongoing Golden Fest organised by Alive in Thiruvananthapuram,"Open for those above 60, the fête, organised by the ageing solutions company as part of a three-day festival, includes badminton, carrom, sudoku, crossword, story-writing, painting contest and so on"
Promoting eco-friendly daily use material as an alternative to plastic,"As part of the nation-wide Swachchatahi Seva campaign, the district administration will organise a two-day exhibition-cum-sales of eco-friendly daily use material at the Indira Glass House in Hubballi"
Elizabeth Banks makes history with directing award,Actor and filmmaker mentions ‘tampons’ in her speech and explains why upcoming ‘Charlie’s Angels’ movie also has a ‘tampon scene’
Here’s how Chennai’s new comedy clubs are making the genre thrive in the city,What is the golden standard for all comedy clubs apart from a lone spotlight and high stool against a brick wall? A healthy stream of talent that the city would not easily tire of. With Chennai witnes
Here’s how Chennai’s new comedy clubs are making the genre thrive in the city,What is the golden standard for all comedy clubs apart from a lone spotlight and high stool against a brick wall? A healthy stream of talent that the city would not easily tire of. With Chennai witnes
